"Ar-B(OH)2","Ar-X","product","catalizor","base","solv1","solv2","amount","centigrades","minute","cycle","yield"
"""(4-methoxyphenyl)boronic acid""","""1-chloro-4-iodobenzene""","""4-chloro-1","1'-biphenyl""","""Cl[Pd](Cl)([N]1=CC=CC=C1)C(N2C)N(CC(C)C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","""propan-2-ol""","0.0025","40","120","97"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","","5","40","120","35"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""ethanol""","","5","40","120","52"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""propan-2-ol""","","5","40","120","50"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","""ethanol""","5","40","120","57"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","""propan-2-ol""","5","40","120","62"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","""propan-2-ol""","5","40","120","75"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","""propan-2-ol""","5","40","120","54"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","""propan-2-ol""","5","40","120","67"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","""propan-2-ol""","5","40","120","0"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","""propan-2-ol""","5","40","120","44"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","""propan-2-ol""","5","40","120","70"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","""propan-2-ol""","5","40","120","73"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","""propan-2-ol""","0.0025","40","30","70"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","""propan-2-ol""","0.0025","40","30","75"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","""propan-2-ol""","1","40","120","54"
"""phenylboronic acid""","""1-bromo-4-methoxybenzene""","""4-methoxy-1","1'-biphenyl""","""I[Pd](I)([N]1=CC=CC=C1)C(N2C)N(C)C3=C2N(C)C(N(C)C3=O)=O""","""[K].[K]OO[C]=O""","""water""","""propan-2-ol""","1","40","120","65"
